IMO,Name,Flag,Type,Age,Date d'inspection,Type d'inspection,Port d'inspection,Nombre de deficienes,Detentions,,,,
9328637,FREDERIK,Malta,Container,12,17/12/2016,Initial inspection,Lithuania - Klaipeda,1,,,,,
6927092,LSS SUCCESS,Panama,Livestock carrier,46,17/12/2016,More detailed inspection,Slovenia - Koper,10,,,,,
9000194,NAVARINO,Liberia,Oil tanker,23,17/12/2016,Expanded inspection,Greece - Agioi Theodoroi,1,,,,,
9331799,RUSICH-4,Russian Federation,General cargo/multipurpose,13,17/12/2016,Initial inspection,Bulgaria - Varna,3,,,,,
8211136,SIBIRSKIY-2132,Comoros,General cargo/multipurpose,34,17/12/2016,More detailed inspection,Russian Federation - Temryuk,15,Detention,,,,
9055187,TAHSIN,Panama,General cargo/multipurpose,24,17/12/2016,More detailed inspection,Romania - Tulcea,4,,,,,
9481934,UCF-6,"Moldova, Republic of",General cargo/multipurpose,6,17/12/2016,More detailed inspection,Russian Federation - Eysk,6,,,,,
8841644,VOLGO-BALT 214,Saint Kitts and Nevis,General cargo/multipurpose,38,17/12/2016,More detailed inspection,Russian Federation - Rostov/Don,3,,,,,
9313228,BARMBEK,Liberia,Container,12,18/12/2016,More detailed inspection,Russian Federation - Saint Petersburg,1,,,,,
7503582,KRYSSHOLM,Norway,General cargo/multipurpose,41,18/12/2016,More detailed inspection,United Kingdom - Aberdeen,19,,,,,
9301134,LANGENESS,Antigua and Barbuda,Container,12,18/12/2016,More detailed inspection,Germany - Wilhelmshaven,1,,,,,
9279977,MSC POH LIN,Panama,Container,12,18/12/2016,Initial inspection,Belgium - Antwerpen,3,,,,,
9721310,NAESS COURAGEOUS,Marshall Islands,Bulk carrier,2,18/12/2016,More detailed inspection,Russian Federation - Murmansk,7,,,,,
9407988,STEN BERGEN,"Gibraltar, UK",Chemical tanker,9,18/12/2016,More detailed inspection,Russian Federation - Murmansk,1,,,,,
9491496,AALDERDIJK,Liberia,Container,8,19/12/2016,More detailed inspection,Russian Federation - Saint Petersburg,1,,,,,
9333711,AFRICAN JOSEPH R,Liberia,Bulk carrier,12,19/12/2016,Expanded inspection,Canada - Quebec City,3,,,,,
9232060,ARETHOUSA,Cyprus,Bulk carrier,16,19/12/2016,More detailed inspection,Poland - Gdansk,2,,,,,
8603535,AYLIN,Panama,General cargo/multipurpose,32,19/12/2016,More detailed inspection,Italy - Taranto,2,,,,,
9260017,BALTIC COMMODORE,Liberia,Chemical tanker,13,19/12/2016,Expanded inspection,Cyprus - Limassol,2,,,,,
9504736,BBC AQUAMARINE,Antigua and Barbuda,General cargo/multipurpose,8,19/12/2016,Initial inspection,Germany - Rostock,1,,,,,
9518969,BERINGDIEP,Liberia,General cargo/multipurpose,8,19/12/2016,More detailed inspection,France - Bayonne,1,,,,,
9589396,BLUE LHOTSE,Panama,Bulk carrier,6,19/12/2016,Initial inspection,France - Marseille (GPM),1,,,,,
9359571,CALAJUNCO M,Italy,Chemical tanker,11,19/12/2016,More detailed inspection,France - Marseille (GPM),3,,,,,
9439151,CAROLINE ESSBERGER,Netherlands,Chemical tanker,8,19/12/2016,Initial inspection,Belgium - Antwerpen,1,,,,,
9143697,CHAMPION EXPRESS,Liberia,Chemical tanker,18,19/12/2016,Expanded inspection,Netherlands - Terneuzen,1,,,,,
9324215,CHEM VENUS,Panama,Chemical tanker,12,19/12/2016,Expanded inspection,Netherlands - Rotterdam,10,,,,,
8867210,CHEROKEE,Malta,General cargo/multipurpose,25,19/12/2016,Initial inspection,Russian Federation - Rostov/Don,3,,,,,
9110121,CHOKANG SUNRISE,Panama,Bulk carrier,22,19/12/2016,Expanded inspection,Canada - Robert's Bank,3,,,,,
9253492,COS LUCKY,Panama,Bulk carrier,14,19/12/2016,Expanded inspection,Canada - Vancouver,3,,,,,
9387803,DELNAVAZ,"Iran, Islamic Republic of",Bulk carrier,8,19/12/2016,More detailed inspection,Germany - Hamburg,15,,,,,
9546215,EUROSKY,Liberia,Bulk carrier,6,19/12/2016,More detailed inspection,Spain - Algeciras,7,,,,,
9006423,FALCON,Comoros,General cargo/multipurpose,26,19/12/2016,More detailed inspection,France - Rouen (GPM),5,,,,,
9727285,GLENGYLE,Hong Kong (China),Bulk carrier,2,19/12/2016,More detailed inspection,Belgium - Antwerpen,1,,,,,
9200823,HALIFAX EXPRESS,Hong Kong (China),Container,16,19/12/2016,More detailed inspection,United Kingdom - Southampton,1,,,,,
9006239,HANNE DANICA,Denmark,General cargo/multipurpose,25,19/12/2016,More detailed inspection,Spain - Santander,3,,,,,
9019729,HL PORT KEMBLA,"Korea, Republic of",Bulk carrier,24,19/12/2016,Expanded inspection,Russian Federation - Murmansk,2,,,,,
9195755,JOHN FRIEDRICH K.,Netherlands,General cargo/multipurpose,18,19/12/2016,Initial inspection,Italy - Genoa,2,,,,,
9149158,KILDIN,Russian Federation,Tug,20,19/12/2016,More detailed inspection,Norway - Kirkenes,3,,,,,
8817409,KREMPERTOR,Antigua and Barbuda,General cargo/multipurpose,27,19/12/2016,More detailed inspection,Spain - Sevilla,3,,,,,
9183740,LE RONG,China,General cargo/multipurpose,18,19/12/2016,More detailed inspection,Spain - Huelva,16,Detention,,,,
9342176,MAERSK PITTSBURGH,United States,Container,8,19/12/2016,More detailed inspection,Spain - Algeciras,1,,,,,
9106493,MED DENIZLI,Turkey,Container,20,19/12/2016,More detailed inspection,Bulgaria - Burgas,5,,,,,
9708514,NEW CONSTANT,Hong Kong (China),Oil tanker,1,19/12/2016,More detailed inspection,Netherlands - Rotterdam,2,,,,,
9348974,NOR STAR,Singapore,Offshore supply,12,19/12/2016,Initial inspection,Greece - Piraeus,3,,,,,
9547776,NORTHSEA BETA,Malta,Chemical tanker,8,19/12/2016,More detailed inspection,United Kingdom - Eastham,3,,,,,
7942910,ODINNADTSATAYA PYATILETKA,Sierra Leone,General cargo/multipurpose,36,19/12/2016,More detailed inspection,Russian Federation - Azov,9,Detention,,,,
9710555,OLIVIA R,Marshall Islands,Bulk carrier,2,19/12/2016,More detailed inspection,United Kingdom - Gibraltar,1,,,,,
8881711,OMSKIY-134,Russian Federation,General cargo/multipurpose,29,19/12/2016,More detailed inspection,Poland - Police,3,,,,,
7026663,RAMI M.,Lebanon,Livestock carrier,46,19/12/2016,More detailed inspection,Croatia - Rijeka,4,,,,,
9408671,SKANDI SEVEN,"Isle of Man, UK",Offshore supply,9,19/12/2016,Initial inspection,Spain - Las Palmas,10,,,,,
9401489,STAR MARIA,Marshall Islands,Bulk carrier,10,19/12/2016,More detailed inspection,Russian Federation - Murmansk,4,,,,,
8872617,STARSHINA DEROV N.G.,"Tanzania, United Republic of",General cargo/multipurpose,44,19/12/2016,Expanded inspection,Russian Federation - Temryuk,36,Detention,,,,
9123245,SUURHUSEN.S,Malta,General cargo/multipurpose,21,19/12/2016,More detailed inspection,Italy - Vasto,3,,,,,
8863343,SVETOSLAVA,"Congo, the Democratic Republic of the",General cargo/multipurpose,44,19/12/2016,More detailed inspection,Russian Federation - Rostov/Don,7,,,,,
9454383,SYLVIA,Antigua and Barbuda,General cargo/multipurpose,9,19/12/2016,More detailed inspection,Finland - Lappeenranta,1,,,,,
9350707,TENACIA,Italy,Ro-Ro passenger ship,9,19/12/2016,More detailed inspection,Spain - Palma de Mallorca,1,,,,,
9294977,THORCO CYGNUS,Antigua and Barbuda,General cargo/multipurpose,14,19/12/2016,More detailed inspection,Belgium - Antwerpen,3,,,,,
9346861,UNITED SEAS,Greece,Oil tanker,9,19/12/2016,Initial inspection,Italy - Genoa,1,,,,,
9421996,WELL ENHANCER,United Kingdom,MODU & FPSO,9,19/12/2016,Initial inspection,Denmark - Frederikshavn,1,,,,,
9252199,XIN SHUN,Hong Kong (China),Bulk carrier,14,19/12/2016,Expanded inspection,Greece - Kalilimenes,3,,,,,
8212336,ANNA M,Turkey,General cargo/multipurpose,34,20/12/2016,More detailed inspection,Greece - Eleusina (Elefsis),3,,,,,
9477490,ATLANTIK MIRACLE,Malta,Chemical tanker,9,20/12/2016,Initial inspection,Greece - Kalilimenes,2,,,,,
8324646,AZRA S,"Tanzania, United Republic of",General cargo/multipurpose,32,20/12/2016,Expanded inspection,Bulgaria - Burgas,8,,,,,
9236638,BERWICK,Marshall Islands,Container,14,20/12/2016,More detailed inspection,United Kingdom - Gibraltar,5,Detention,,,,
9130432,BF FORTALEZA,Cyprus,Container,21,20/12/2016,More detailed inspection,Russian Federation - Saint Petersburg,1,,,,,
9265342,BOA DEEP C.,Malta,Offshore supply,14,20/12/2016,Initial inspection,Spain - Las Palmas,9,,,,,
9185396,CARTHAGE,Tunisia,Ro-Ro passenger ship,18,20/12/2016,Expanded inspection,Italy - Genoa,9,,,,,
9239800,CINNAMON,Cyprus,Bulk carrier,15,20/12/2016,Expanded inspection,Canada - Hamilton,2,,,,,
9398694,CITIUS,"Isle of Man, UK",Bulk carrier,7,20/12/2016,More detailed inspection,France - Rouen (GPM),2,,,,,
9084255,DRACO,Liberia,Bulk carrier,22,20/12/2016,Expanded inspection,Italy - Savona,3,,,,,
9100267,FANTASTIC,Italy,Ro-Ro passenger ship,22,20/12/2016,Expanded inspection,France - Marseille (GPM),4,,,,,
9355848,GSP QUEEN,"Gibraltar, UK",Offshore supply,12,20/12/2016,More detailed inspection,Romania - Constanta,5,,,,,
9389344,HAVVA KARABEKIR,Turkey,General cargo/multipurpose,11,20/12/2016,More detailed inspection,Romania - Constanta,4,,,,,
9725744,IRIS OLDENDORFF,Portugal,Bulk carrier,2,20/12/2016,More detailed inspection,Spain - Garrucha,1,,,,,
9437347,KHOSROV BEY,Malta,General cargo/multipurpose,10,20/12/2016,More detailed inspection,Romania - Tulcea,4,,,,,
9614282,KING COFFEE,Liberia,Bulk carrier,5,20/12/2016,More detailed inspection,Germany - Brake,7,,,,,
9031698,LEVANTE,Italy,Ro-Ro passenger ship,24,20/12/2016,More detailed inspection,Spain - Algeciras,12,Detention,,,,
9204960,LUZON STRAIT,Malta,Refrigerated cargo,16,20/12/2016,More detailed inspection,Germany - Hamburg,8,,,,,
9433511,MANDRAGA,Antigua and Barbuda,General cargo/multipurpose,8,20/12/2016,More detailed inspection,Belgium - Antwerpen,6,,,,,
6616904,MERETE CHRIS,Denmark,Other special activities,50,20/12/2016,More detailed inspection,United Kingdom - Hull,5,,,,,
8805597,MINI STAR,Sweden,General cargo/multipurpose,28,20/12/2016,More detailed inspection,Finland - Turku,1,Detention,,,,
9310202,NURI SONAY,Turkey,General cargo/multipurpose,12,20/12/2016,More detailed inspection,Poland - Nowy Port/Gdansk,5,,,,,
9387592,PEGASUS,Antigua and Barbuda,Container,8,20/12/2016,More detailed inspection,Germany - Hamburg,5,,,,,
7224459,RIGEL I,Cyprus,Ro-Ro passenger ship,44,20/12/2016,Expanded inspection,Italy - Bari,3,,,,,
9404900,SICHEM MONTREAL,"Bermuda, UK",Chemical tanker,8,20/12/2016,Initial inspection,Netherlands - Rotterdam,3,,,,,
9656553,SIDER MOMPOX,Panama,General cargo/multipurpose,6,20/12/2016,More detailed inspection,Portugal - Lisbon,5,,,,,
8712520,SNAV LAZIO,Italy,Ro-Ro passenger ship,27,20/12/2016,Expanded inspection,France - Sete,3,,,,,
9370367,SPLENDEUR,Panama,General cargo/multipurpose,10,20/12/2016,More detailed inspection,Canada - Fraser-Surrey Docks,2,,,,,
9353981,ST. VINCENT,Singapore,Gas carrier,9,20/12/2016,Initial inspection,Belgium - Zeebrugge,1,,,,,
8841668,VOLGO-BALT 220,Saint Kitts and Nevis,General cargo/multipurpose,37,20/12/2016,More detailed inspection,Russian Federation - Temryuk,3,,,,,
8878374,ALIOTH,Russian Federation,General cargo/multipurpose,37,21/12/2016,Initial inspection,Greece - Preveza/Lefkas,2,,,,,
8943416,ALTAIR,Sierra Leone,General cargo/multipurpose,29,21/12/2016,More detailed inspection,Russian Federation - Rostov/Don,12,,,,,
9079999,AMMAN,Egypt,Ro-Ro passenger ship,22,21/12/2016,Expanded inspection,Spain - Algeciras,6,,,,,
8027638,ANDA,Togo,General cargo/multipurpose,35,21/12/2016,Expanded inspection,Romania - Constanta,9,,,,,
9313450,ANWAAR AL NASER,Libya,Oil tanker,11,21/12/2016,More detailed inspection,Greece - Agioi Theodoroi,1,,,,,
9145279,AVONMOOR,Bahrain,Container,19,21/12/2016,More detailed inspection,Malta - Marsaxlokk,17,Detention,,,,
9363522,B GAS MAUD,Panama,Gas carrier,10,21/12/2016,Initial inspection,United Kingdom - Teesport,2,,,,,
9362621,BBC AFRICA,Antigua and Barbuda,General cargo/multipurpose,12,21/12/2016,More detailed inspection,United Kingdom - Gibraltar,2,,,,,
9195420,BBC ROMANIA,"Gibraltar, UK",General cargo/multipurpose,18,21/12/2016,Initial inspection,Italy - Livorno,1,,,,,
7920261,FK SARAY,"Moldova, Republic of",General cargo/multipurpose,35,21/12/2016,More detailed inspection,Bulgaria - Varna,3,,,,,
9287778,GLORY TRADER,Panama,Bulk carrier,12,21/12/2016,Expanded inspection,Germany - Brunsbuttel,2,,,,,
9302102,GUANG DONG BRIDGE,Panama,Container,10,21/12/2016,More detailed inspection,Canada - Delta Port,2,,,,,
9285495,HOEGH SEOUL,Norway,Ro-Ro cargo,12,21/12/2016,Initial inspection,United Kingdom - South Shields,3,,,,,
9080675,LYRIKA,Lithuania,General cargo/multipurpose,23,21/12/2016,More detailed inspection,France - Rouen (GPM),1,,,,,
9328039,MEANDI,Portugal,Container,12,21/12/2016,More detailed inspection,Italy - Livorno,4,,,,,
9605255,MSC AZOV,Malta,Container,4,21/12/2016,More detailed inspection,Germany - Hamburg,4,,,,,
9284893,NAVIOS ALEGRIA,Panama,Bulk carrier,12,21/12/2016,Expanded inspection,Italy - Bari,2,,,,,
9508639,NEHIR,Panama,General cargo/multipurpose,8,21/12/2016,More detailed inspection,France - Marseille (GPM),6,,,,,
9434759,OSTERMARSCH,Antigua and Barbuda,General cargo/multipurpose,9,21/12/2016,Initial inspection,Russian Federation - Arkhangelsk,2,,,,,
8407448,RANYUS SEA,Sierra Leone,General cargo/multipurpose,32,21/12/2016,Expanded inspection,Romania - Constanta,6,,,,,
9011301,REINA CRISTINA,Panama,Refrigerated cargo,26,21/12/2016,More detailed inspection,Malta - Valletta,1,,,,,
8874495,TIYAM,"Iran, Islamic Republic of",General cargo/multipurpose,23,21/12/2016,More detailed inspection,Russian Federation - Astrakhan,17,,,,,
9593232,VICTORY,Portugal,Tug,7,21/12/2016,Initial inspection,Greece - Chalkis,1,,,,,
8206284,ZARA,Togo,General cargo/multipurpose,34,21/12/2016,Expanded inspection,Bulgaria - Varna,6,,,,,
9138123,AMBER LAGOON,Marshall Islands,General cargo/multipurpose,20,22/12/2016,Initial inspection,Belgium - Antwerpen,2,,,,,
9141649,AMIRA LANA,Tuvalu,General cargo/multipurpose,19,22/12/2016,More detailed inspection,Italy - Ravenna,5,,,,,
9361756,ARKLOW FREEDOM,Ireland,General cargo/multipurpose,9,22/12/2016,Initial inspection,Belgium - Gent,1,,,,,
9611577,ATLANTIC PROGRESS,Singapore,Bulk carrier,6,22/12/2016,More detailed inspection,Germany - Brunsbuttel,3,Detention,,,,
9038488,BALTIC PATRIOT,Liberia,Refrigerated cargo,24,22/12/2016,Initial inspection,Russian Federation - Saint Petersburg,1,,,,,
8113293,BLUE MOON,Togo,General cargo/multipurpose,34,22/12/2016,Expanded inspection,Greece - Kalilimenes,4,,,,,
9666716,BOURBON GREBE,Cyprus,Offshore supply,5,22/12/2016,More detailed inspection,Bulgaria - Burgas,7,,,,,
9244984,CELSIUS MANILA,Marshall Islands,Chemical tanker,15,22/12/2016,Expanded inspection,France - Marseille (GPM),2,,,,,
8202977,CENK TURKMEN,Turkey,General cargo/multipurpose,35,22/12/2016,More detailed inspection,Romania - Constanta,7,,,,,
9155767,CHAMPION TERN,Norway,Chemical tanker,18,22/12/2016,More detailed inspection,Netherlands - Rotterdam,10,,,,,
8906250,CHRISTA,Vanuatu,General cargo/multipurpose,27,22/12/2016,More detailed inspection,Italy - Porto Nogaro,8,Detention,,,,
9169342,CORONA,Marshall Islands,Bulk carrier,18,22/12/2016,Expanded inspection,Spain - Aviles,2,,,,,
9150822,COSTA RICAN STAR,Liberia,Refrigerated cargo,19,22/12/2016,Initial inspection,Belgium - Antwerpen,2,,,,,
9699268,GIAN LORENZO BERNINI,Luxembourg,Dredger,3,22/12/2016,Initial inspection,France - Calais,2,,,,,
9236195,HARIS ATHINA,Liberia,Bulk carrier,16,22/12/2016,Expanded inspection,Greece - Eleusina (Elefsis),5,,,,,
8620583,HARMONY V,Greece,Passenger ship,34,22/12/2016,Expanded inspection,Spain - Las Palmas,17,Detention,,,,
9534470,INDUSTRIAL MERCHANT,Netherlands,General cargo/multipurpose,8,22/12/2016,More detailed inspection,United Kingdom - Blyth,8,,,,,
9285017,KANG CHENG,Hong Kong (China),Bulk carrier,13,22/12/2016,Expanded inspection,Italy - Salerno,1,,,,,
8411229,MARIABURG,Belgium,General cargo/multipurpose,34,22/12/2016,Initial inspection,Spain - Santander,3,,,,,
9282261,MSC ANS,Panama,Container,12,22/12/2016,More detailed inspection,Canada - Montreal,6,Detention,,,,
9755191,MSC ERICA,Liberia,Container,0,22/12/2016,More detailed inspection,United Kingdom - Felixstowe,4,,,,,
8602000,MY DURU,Vanuatu,General cargo/multipurpose,30,22/12/2016,More detailed inspection,Greece - Chalkis,4,,,,,
9174505,OCEAN LUCK,Hong Kong (China),Bulk carrier,18,22/12/2016,Expanded inspection,Italy - Taranto,1,,,,,
8316900,OCEAN TROLL,United Kingdom,Offshore supply,33,22/12/2016,More detailed inspection,Norway - Tananger,10,,,,,
8841694,VERLAINE,"Congo, the Democratic Republic of the",General cargo/multipurpose,37,22/12/2016,More detailed inspection,Russian Federation - Rostov/Don,6,,,,,
9670597,ATLANTIC SEA,United Kingdom,Ro-Ro cargo,2,23/12/2016,More detailed inspection,Canada - Halifax,4,,,,,
8884555,BAHAR-K,Turkey,General cargo/multipurpose,26,23/12/2016,More detailed inspection,Italy - Ravenna,5,,,,,
9719496,BW LIBRA,"Isle of Man, UK",Gas carrier,1,23/12/2016,Initial inspection,Belgium - Antwerpen,1,,,,,
9260055,CAPE BON,Marshall Islands,Chemical tanker,13,23/12/2016,More detailed inspection,France - Dunkerque (GPM),1,,,,,
9330460,CHEMSTAR SEVEN,Panama,Chemical tanker,12,23/12/2016,Expanded inspection,France - Marseille (GPM),2,,,,,
9143441,EXCELLENT,Italy,Ro-Ro passenger ship,20,23/12/2016,Expanded inspection,Spain - Barcelona,2,,,,,
9148166,FRANCISCA,Antigua and Barbuda,General cargo/multipurpose,20,23/12/2016,More detailed inspection,Poland - Gdynia,4,,,,,
9114737,KAILI,Malta,General cargo/multipurpose,21,23/12/2016,More detailed inspection,Sweden - Sodertalje,1,,,,,
9558270,KN FUTURE,Singapore,Bulk carrier,6,23/12/2016,More detailed inspection,United Kingdom - Liverpool,3,,,,,
8972259,LEONID ZAYAKIN,Panama,General cargo/multipurpose,31,23/12/2016,More detailed inspection,Russian Federation - Azov,11,,,,,
7639642,MY ROSE,"Congo, the Democratic Republic of the",General cargo/multipurpose,39,23/12/2016,More detailed inspection,Russian Federation - Temryuk,21,,,,,
9253856,OPTIMANA,"Isle of Man, UK",General cargo/multipurpose,13,23/12/2016,Initial inspection,Belgium - Gent,4,,,,,
8400218,ORHAN-Y,Sierra Leone,General cargo/multipurpose,33,23/12/2016,More detailed inspection,Greece - Kalymnos,4,,,,,
9381407,SIMBA,Antigua and Barbuda,General cargo/multipurpose,9,23/12/2016,More detailed inspection,United Kingdom - Belfast,3,,,,,
7910888,TALIA,Lebanon,Livestock carrier,36,23/12/2016,Expanded inspection,Romania - Midia,5,,,,,
8808707,WINE TRADER,Panama,Chemical tanker,28,23/12/2016,Expanded inspection,Spain - Valencia,5,,,,,
8230156,ASTOL,Sierra Leone,General cargo/multipurpose,45,24/12/2016,More detailed inspection,Russian Federation - Rostov/Don,5,,,,,
9211896,CASPIAN SPRINTER,Russian Federation,Oil tanker,18,24/12/2016,Expanded inspection,Romania - Constanta,2,,,,,
9433690,MEKHANIK KOVALENKO,Saint Kitts and Nevis,General cargo/multipurpose,9,24/12/2016,Initial inspection,Russian Federation - Taganrog,3,,,,,
8211629,OAK,Cook Islands,General cargo/multipurpose,33,24/12/2016,More detailed inspection,Netherlands - Amsterdam,2,,,,,
8419635,SORMOVSKIY-3057,Russian Federation,General cargo/multipurpose,30,24/12/2016,More detailed inspection,Lithuania - Klaipeda,2,,,,,
8959178,VOLGO-DON 207,Panama,General cargo/multipurpose,39,24/12/2016,More detailed inspection,Russian Federation - Azov,7,,,,,
8942577,CATHARINE,Comoros,General cargo/multipurpose,47,25/12/2016,More detailed inspection,Russian Federation - Eysk,7,,,,,
9575436,KOZNITZA,Malta,Bulk carrier,7,25/12/2016,More detailed inspection,Russian Federation - Kaliningrad,5,,,,,
7636743,OCTOPUS,"Congo, the Democratic Republic of the",General cargo/multipurpose,38,25/12/2016,More detailed inspection,Russian Federation - Rostov/Don,21,Detention,,,,
8728086,ODESSIT,"Congo, the Democratic Republic of the",General cargo/multipurpose,41,25/12/2016,More detailed inspection,Russian Federation - Rostov/Don,5,Detention,,,,
8609618,PRIMA BALLERINA,Finland,General cargo/multipurpose,30,25/12/2016,More detailed inspection,Russian Federation - Vyborg,2,,,,,
9236743,SEARAMBLER,Malta,Oil tanker,15,25/12/2016,More detailed inspection,Croatia - Bakar,1,,,,,
8230388,AGNES,"Congo, the Democratic Republic of the",General cargo/multipurpose,38,26/12/2016,More detailed inspection,Russian Federation - Rostov/Don,10,Detention,,,,
